log_text,label
"Build node worker-3 experiencing high load, test delayed",0
Random failure detected in IntegrationTest.testValidation,0
REGRESSION: Feature user-login broken after commit ghi9012 !,1
"Build node node-1 experiencing high load, test delayed",0
[WARN] Integration test failed: service PaymentGateway returned unexpected status 401,1
Deadlock detected but recovered in AuthModule,0
CRITICAL: AUTHENTICATION BYPASS DETECTED IN /API/USERS,1
"Possible race condition in AuthModule, test unreliable (see logs for details)",0
[WARN] Type mismatch in Service.py: cannot convert float to boolean,1
LOGIC ERROR: DIVISION BY ZERO IN TRANSFORM,1
"CI infrastructure hiccup, restarting job",0
"Build node worker-3 experiencing high load, test delayed !",0
"Network error: connection refused to worker-1:5432, attempt 1/3",0
ASSERTION FAILED: X > 0 AT HANDLER.TS:1024,1
Linker error: unresolved symbol 'cleanup',1
"RESPONSE MISMATCH IN /API/DATA: EXPECTED HTTP 42, GOT ""ERROR""",1
Test flapping: TestCacheInvalidation passed after 3 retries,0
"[ERROR] THREAD TIMING ISSUE IN TESTAPIENDPOINT, INTERMITTENT FAILURE",0
"ERROR: Possible race condition in CacheManager, test unreliable [retryable]",0
Resource temporarily unavailable: file lock,0
Intermittent failure in TestConcurrentAccess: connection reset by peer,0
Type mismatch in Module.go: cannot convert string to string,1
ERROR: Temporary resource exhaustion in memory_pool,0
REGRESSION: Output differs from expected in TestUserLogin,1
"CONCURRENT ACCESS ISSUE DETECTED, MARKING AS FLAKY",0
Missing dependency: vendor required by core (see logs for details),1
"Thread timing issue in TestAPIEndpoint, intermittent failure",0
"BUG: Incorrect calculation in validateInput: expected 42, got 0",1
REGRESSION: Feature user-login broken after commit def5678,1
Security violation: invalid token in DatabaseService,1
[WARN] NullReferenceException in org.project.core.DataRepository,1
"Response mismatch in /api/data: expected HTTP 42, got 0",1
Security violation: invalid token in UserService,1
INTEGRATION TEST FAILED: SERVICE USERSERVICE RETURNED UNEXPECTED STATUS 404,1
"[INFO] Socket timeout during execute, will retry",0
"Connection to AuthService timed out after 30000ms, retrying...",0
Schema validation error: invalid format,1
"Test TestAuthFlow is unstable, skipping for now",0
[DEBUG] AssertionError: Expected true but got false,1
Compilation error: undefined reference to 'cleanup',1
"Thread timing issue in TestDataSync, intermittent failure [retryable]",0
Stack overflow in recursive call at execute,1
Type mismatch in Handler.ts: cannot convert float to boolean...,1
[WARN] Compilation error: undefined reference to 'main',1
Random failure detected in IntegrationTest.testDelete,0
REGRESSION: Output differs from expected in TestConcurrentAccess,1
"Network error: connection refused to cache-node:6379, attempt 2/3",0
Temporary resource exhaustion in thread_pool,0
FATAL ERROR: Segmentation fault in AuthModule,1
[WARN] CRITICAL: Unhandled null reference in EventBus,1
"[DEBUG] Database connection pool exhausted, waiting for free connection",0
"Possible race condition in AuthModule, test unreliable",0
"Database connection pool exhausted, waiting for free connection",0
"[INFO] Connection to AuthService timed out after 1000ms, retrying...",0
"Database connection pool exhausted, waiting for free connection",0
TypeError: Cannot read property 'name' of undefined,1
ERROR: Random failure detected in E2ETest.testValidation...,0
"Database connection pool exhausted, waiting for free connection",0
"ERROR: Concurrent access issue detected, marking as flaky",0
ERROR: Intermittent failure in TestConcurrentAccess: connection reset by peer,0
Integration test failed: service APIGateway returned unexpected status 404,1
"WARN: Timeout waiting for connection pool, test marked as flaky...",0
[WARN] Schema validation error: constraint violation,1
FATAL ERROR: Segmentation fault in EventBus,1
"Connection to PaymentGateway timed out after 30000ms, retrying...",0
WARN: Array index out of bounds at data[-1],1
"[WARN] BUG: Incorrect calculation in validateInput: expected [1,2,3], got false !",1
[WARN] Service DatabaseService temporarily unavailable,0
[DEBUG] CRITICAL: Unhandled null reference in CacheManager,1
WARN: INTERMITTENT FAILURE IN TESTUSERLOGIN: CONNECTION RESET BY PEER,0
Jenkins agent disconnected temporarily during deploy...,0
FATAL ERROR: Segmentation fault in DataLayer,1
"Container startup timeout, extending deadline (see logs for details)",0
API contract violation: missing required field 'amount' !,1
Linker error: unresolved symbol 'main',1
"WARN: CI infrastructure hiccup, restarting job",0
"[ERROR] CONTAINER STARTUP TIMEOUT, EXTENDING DEADLINE...",0
Integration test failed: service CacheService returned unexpected status 404,1
FATAL ERROR: Segmentation fault in DataLayer,1
"Connection to MessageQueue timed out after 10000ms, retrying...",0
Logic error: division by zero in transform,1
[WARN] Stack overflow in recursive call at handle,1
STACK OVERFLOW IN RECURSIVE CALL AT HANDLE,1
[WARN] Random failure detected in E2ETest.testQuery,0
"Network error: connection refused to db-server:8080, attempt 1/3",0
Build failed: syntax error in Handler.ts:42,1
Test flapping: TestCacheInvalidation passed after 5 retries,0
Spurious failure in parallel test execution: TestUserLogin,0
"FLAKY: Test TestUserLogin failed intermittently, known issue",0
"[WARN] Container startup timeout, extending deadline",0
"BUG: Incorrect calculation in processPayment: expected 42, got []",1
NullReferenceException in app.modules.PaymentService,1
"WARN: Concurrent access issue detected, marking as flaky",0
"Timeout waiting for database, test marked as flaky...",0
"Test TestUserLogin is unstable, skipping for now",0
"BUILD NODE NODE-2 EXPERIENCING HIGH LOAD, TEST DELAYED",0
ERROR: TypeError: Cannot read property 'name' of undefined,1
Deadlock detected but recovered in Scheduler,0
WARN: AssertionError: Expected true but got null,1
REGRESSION: Feature user-login broken after commit def5678,1
Temporary resource exhaustion in connection_pool,0
Linker error: unresolved symbol 'cleanup' (see logs for details),1
AUTHORIZATION FAILURE FOR DELETE ON DATABASE,1
"POSSIBLE RACE CONDITION IN CACHEMANAGER, TEST UNRELIABLE",0
"[ERROR] Cache miss caused timeout, retrying operation",0
FATAL: NullPointerException at DataRepository.validate:512,1
"Response mismatch in /api/payments: expected HTTP 42, got null",1
"[DEBUG] Database connection pool exhausted, waiting for free connection",0
"Network error: connection refused to db-server:27017, attempt 2/3",0
[INFO] Spurious failure in parallel test execution: TestCacheInvalidation,0
Spurious failure in parallel test execution: TestUserLogin...,0
"Concurrent access issue detected, marking as flaky",0
Compilation error: undefined reference to 'cleanup' [retryable],1
ValueError: Expected number but got object,1
[INFO] Test flapping: TestPaymentFlow passed after 3 retries,0
NON-DETERMINISTIC TEST RESULT IN TESTPAYMENTFLOW,0
FATAL: NullPointerException at UserController.process:512,1
CRITICAL: Unhandled null reference in Scheduler,1
[WARN] Verification failed: values should match,1
WARN: CRITICAL: Authentication bypass detected in /api/data,1
"Database connection pool exhausted, waiting for free connection",0
"[WARN] Network error: connection refused to db-server:27017, attempt 3/3",0
Schema validation error: missing required field,1
Resource temporarily unavailable: connection pool,0
REGRESSION: Feature data-export broken after commit ghi9012,1
REGRESSION: Feature user-login broken after commit abc1234,1
Security violation: invalid token in NotificationService,1
"FLAKY: Test TestCacheInvalidation failed intermittently, known issue",0
REGRESSION: Output differs from expected in TestConcurrentAccess,1
ERROR: Permission denied: user user123 lacks access to connection pool,1
"Socket timeout during execute, will retry",0
CRITICAL: UNHANDLED NULL REFERENCE IN CACHEMANAGER,1
[WARN] Process crashed with signal SIGSEGV,1
"Test assertion mismatch: expected=42, actual=[] !",1
Test flapping: TestDataSync passed after 5 retries,0
Out of memory error during delete,1
"Cache miss caused timeout, retrying operation [retryable]",0
Type mismatch in Module.go: cannot convert float to boolean,1
Deadlock detected but recovered in CacheManager,0
"Concurrent access issue detected, marking as flaky",0
"Database connection pool exhausted, waiting for free connection (see logs for details)",0
Deadlock detected but recovered in Scheduler,0
Resource temporarily unavailable: connection pool,0
Critical bug in DataLayer: data corruption detected...,1
"Test assertion mismatch: expected=42, actual=0",1
"Timeout waiting for database, test marked as flaky",0
Stack overflow in recursive call at process,1
Compilation error: undefined reference to 'process_data',1
AUTHORIZATION FAILURE FOR DELETE ON MEMORY,1
"[DEBUG] Thread timing issue in TestCacheInvalidation, intermittent failure",0
ValueError: Expected array but got NaN,1
Security violation: invalid token in CacheService,1
Jenkins agent disconnected temporarily during deploy,0
"Possible race condition in CacheManager, test unreliable",0
"[DEBUG] Test TestUserLogin is unstable, skipping for now (see logs for details)",0
"Network error: connection refused to worker-1:3306, attempt 2/3",0
[INFO] Resource temporarily unavailable: connection pool,0
"Connection to AuthService timed out after 10000ms, retrying...",0
WARN: REGRESSION: Feature report-generation broken after commit ghi9012,1
Authorization failure for delete on connection pool,1
AssertionError: Expected 200 but got [],1
FATAL: NullPointerException at UserController.transform:128,1
TypeError: Cannot read property 'name' of undefined,1
Process crashed with signal SIGSEGV...,1
NullReferenceException in app.modules.CacheHandler,1
"Concurrent access issue detected, marking as flaky",0
API contract violation: missing required field 'user_id',1
"[DEBUG] Possible race condition in EventBus, test unreliable",0
Build failed: syntax error in Module.go:512 [retryable],1
"[WARN] BUG: Incorrect calculation in processPayment: expected true, got 500",1
"Network error: connection refused to cache-node:6379, attempt 1/3",0
Non-deterministic test result in TestAPIEndpoint,0
"Network error: connection refused to cache-node:6379, attempt 2/3",0
[INFO] Jenkins agent disconnected temporarily during validate,0
Array index out of bounds at items[10],1
"[INFO] DATABASE CONNECTION POOL EXHAUSTED, WAITING FOR FREE CONNECTION !",0
Spurious failure in parallel test execution: TestConcurrentAccess,0
"CI infrastructure hiccup, restarting job",0
AssertionError: Expected 200 but got 500,1
[ERROR] VALUEERROR: EXPECTED NUMBER BUT GOT NULL,1
Temporary resource exhaustion in memory_pool,0
WARN: CRITICAL: Unhandled null reference in CacheManager [retryable],1
ValueError: Expected object but got NaN,1
"AssertionError: Expected ""success"" but got []",1
Process crashed with signal SIGSEGV,1
AssertionError: Expected 42 but got null...,1
Service CacheService temporarily unavailable,0
Integration test failed: service UserService returned unexpected status 503,1
WARN: Schema validation error: invalid format,1
Linker error: unresolved symbol 'init',1
Assertion failed: x > 0 at Handler.ts:1024,1
[ERROR] Authorization failure for write on cache,1
[DEBUG] Critical bug in EventBus: data corruption detected,1
FATAL: NullPointerException at PaymentService.process:512,1
[WARN] Assertion failed: x > 0 at Main.java:42...,1
TypeError: Cannot read property 'id' of undefined,1
AssertionError: Expected 200 but got 500,1
ValueError: Expected string but got null,1
"Connection to UserService timed out after 30000ms, retrying...",0
Temporary resource exhaustion in connection_pool,0
"[WARN] Test assertion mismatch: expected=200, actual=""error"" [retryable]",1
FATAL ERROR: Segmentation fault in CacheManager,1
"[DEBUG] Build node worker-3 experiencing high load, test delayed [retryable]",0
Missing dependency: vendor required by core,1
"CI infrastructure hiccup, restarting job !",0
"[ERROR] Test assertion mismatch: expected=200, actual=null",1
Authorization failure for execute on file lock,1
WARN: Service PaymentGateway temporarily unavailable,0
WARN: Non-deterministic test result in TestCacheInvalidation,0
ERROR: Verification failed: result should not be null...,1
Logic error: division by zero in compute...,1
Heap corruption detected in default_allocator [retryable],1
Intermittent failure in TestAPIEndpoint: connection reset by peer [retryable],0
"Possible race condition in EventBus, test unreliable",0
Compilation error: undefined reference to 'cleanup' [retryable],1
Schema validation error: invalid format,1
Service MessageQueue temporarily unavailable,0
FATAL ERROR: Segmentation fault in Scheduler,1
Type mismatch in Module.go: cannot convert string to int,1
REGRESSION: Output differs from expected in TestAuthFlow...,1
[DEBUG] Assertion failed: result != null at Controller.cs:128,1
JENKINS AGENT DISCONNECTED TEMPORARILY DURING TEST...,0
"Possible race condition in DataLayer, test unreliable !",0
"WARN: Build node node-1 experiencing high load, test delayed",0
TEMPORARY RESOURCE EXHAUSTION IN THREAD_POOL (SEE LOGS FOR DETAILS),0
Non-deterministic test result in TestCacheInvalidation,0
ERROR: FATAL ERROR: Segmentation fault in DataLayer (see logs for details),1
"FLAKY: Test TestAuthFlow failed intermittently, known issue",0
[ERROR] ARRAY INDEX OUT OF BOUNDS AT RESULTS[-1],1
"WARN: Concurrent access issue detected, marking as flaky",0
"[ERROR] Network error: connection refused to worker-1:9200, attempt 1/3",0
Out of memory error during delete,1
[INFO] Deadlock detected but recovered in AuthModule,0
HEAP CORRUPTION DETECTED IN DEFAULT_ALLOCATOR,1
REGRESSION: Output differs from expected in TestAuthFlow,1
"[ERROR] CONTAINER STARTUP TIMEOUT, EXTENDING DEADLINE [RETRYABLE]",0
[ERROR] NullReferenceException in org.project.core.PaymentService (see logs for details),1
Temporary resource exhaustion in thread_pool [retryable],0
Critical bug in CacheManager: data corruption detected,1
API contract violation: missing required field 'timestamp' !,1
NullReferenceException in com.app.services.DataRepository,1
ValueError: Expected array but got object,1
"Test assertion mismatch: expected=[1,2,3], actual=500",1
"SOCKET TIMEOUT DURING WRITE, WILL RETRY",0
"Concurrent access issue detected, marking as flaky",0
"Possible race condition in CacheManager, test unreliable",0
WARN: Random failure detected in PaymentTest.testQuery,0
[WARN] Intermittent failure in TestPaymentFlow: connection reset by peer,0
"Cache miss caused timeout, retrying operation !",0
CRITICAL: Unhandled null reference in AuthModule,1
DEADLOCK DETECTED BUT RECOVERED IN CACHEMANAGER...,0
Spurious failure in parallel test execution: TestConcurrentAccess,0
[DEBUG] Type mismatch in Service.py: cannot convert int to boolean,1
Service CacheService temporarily unavailable,0
Intermittent failure in TestConcurrentAccess: connection reset by peer,0
"Connection to CacheService timed out after 10000ms, retrying...",0
Build failed: syntax error in Handler.ts:128,1
"[INFO] Test TestUserLogin is unstable, skipping for now",0
Temporary resource exhaustion in connection_pool,0
Security violation: invalid token in PaymentGateway,1
"FLAKY: Test TestDataSync failed intermittently, known issue",0
Test flapping: TestUserLogin passed after 3 retries,0
Resource temporarily unavailable: memory,0
[WARN] Array index out of bounds at data[99],1
Build failed: syntax error in Controller.cs:512,1
Out of memory error during delete,1
REGRESSION: Output differs from expected in TestAuthFlow,1
Compilation error: undefined reference to 'main',1
Type mismatch in Controller.cs: cannot convert float to boolean...,1
"Build node node-2 experiencing high load, test delayed (see logs for details)",0
Array index out of bounds at data[99]...,1
FATAL ERROR: Segmentation fault in AuthModule,1
CRITICAL: Authentication bypass detected in /api/payments,1
Out of memory error during delete,1
"Build node node-1 experiencing high load, test delayed",0
[DEBUG] PROCESS CRASHED WITH SIGNAL SIGSEGV,1
"Cache miss caused timeout, retrying operation",0
ARRAY INDEX OUT OF BOUNDS AT DATA[-1] [RETRYABLE],1
[INFO] REGRESSION: Feature report-generation broken after commit def5678,1
Resource temporarily unavailable: cache,0
"Timeout waiting for memory, test marked as flaky !",0
Random failure detected in UserServiceTest.testUpdate,0
Spurious failure in parallel test execution: TestDataSync,0
Critical bug in AuthModule: data corruption detected,1
[ERROR] Temporary resource exhaustion in connection_pool,0
"Possible race condition in Scheduler, test unreliable (see logs for details)",0
"AssertionError: Expected [1,2,3] but got false",1
Service CacheService temporarily unavailable,0
VERIFICATION FAILED: LIST SHOULD NOT BE EMPTY,1
Logic error: division by zero in execute,1
"Cache miss caused timeout, retrying operation",0
Security violation: invalid token in DatabaseService...,1
Security violation: invalid token in AuthService,1
WARN: Schema validation error: constraint violation,1
Array index out of bounds at results[99],1
Temporary resource exhaustion in memory_pool !,0
"Cache miss caused timeout, retrying operation",0
AssertionError: Expected 42 but got [],1
Spurious failure in parallel test execution: TestCacheInvalidation,0
Spurious failure in parallel test execution: TestAuthFlow,0
FATAL: NullPointerException at UserController.transform:42,1
Permission denied: user test_user lacks access to database,1
[DEBUG] Linker error: unresolved symbol 'main'...,1
FATAL: NullPointerException at DataRepository.process:1024,1
[DEBUG] Out of memory error during delete,1
Schema validation error: invalid format,1
[DEBUG] REGRESSION: Feature report-generation broken after commit abc1234,1
"Test TestConcurrentAccess is unstable, skipping for now !",0
WARN: INTEGRATION TEST FAILED: SERVICE USERSERVICE RETURNED UNEXPECTED STATUS 503,1
API contract violation: missing required field 'user_id' !,1
"Response mismatch in /api/auth: expected HTTP 200, got null",1
"Connection to PaymentGateway timed out after 5000ms, retrying...",0
"Container startup timeout, extending deadline",0
Array index out of bounds at results[-1],1
"WARN: Thread timing issue in TestAPIEndpoint, intermittent failure",0
Permission denied: user user123 lacks access to database,1
Resource temporarily unavailable: connection pool,0
Permission denied: user test_user lacks access to database,1
Permission denied: user admin lacks access to connection pool,1
FATAL: NullPointerException at CacheHandler.validate:512,1
NullReferenceException in app.modules.DataRepository (see logs for details),1
WARN: Random failure detected in IntegrationTest.testDelete,0
Deadlock detected but recovered in AuthModule...,0
Integration test failed: service NotificationService returned unexpected status 503,1
ValueError: Expected string but got undefined,1
WARN: Integration test failed: service CacheService returned unexpected status 503,1
[DEBUG] Test flapping: TestPaymentFlow passed after 5 retries,0
"WARN: Thread timing issue in TestConcurrentAccess, intermittent failure",0
Array index out of bounds at items[10],1
"[ERROR] Connection to MessageQueue timed out after 5000ms, retrying... [retryable]",0
[WARN] Spurious failure in parallel test execution: TestPaymentFlow,0
Resource temporarily unavailable: connection pool,0
"CI infrastructure hiccup, restarting job [retryable]",0
Permission denied: user test_user lacks access to cache,1
Out of memory error during delete !,1
"ASSERTIONERROR: EXPECTED TRUE BUT GOT ""ERROR"" [RETRYABLE]",1
Assertion failed: result != null at Main.java:512 (see logs for details),1
Random failure detected in UserServiceTest.testDelete...,0
"[ERROR] BUG: Incorrect calculation in validateInput: expected true, got ""error""",1
Deadlock detected but recovered in DataLayer,0
"Test assertion mismatch: expected=42, actual=0",1
BUILD FAILED: SYNTAX ERROR IN MODULE.GO:256,1
"[DEBUG] BUILD NODE NODE-2 EXPERIENCING HIGH LOAD, TEST DELAYED",0
"Connection to NotificationService timed out after 10000ms, retrying... [retryable]",0
Integration test failed: service MessageQueue returned unexpected status 503,1
Compilation error: undefined reference to 'process_data',1
"Test assertion mismatch: expected=""success"", actual=0 [retryable]",1
Deadlock detected but recovered in DataLayer,0
[DEBUG] Jenkins agent disconnected temporarily during build,0
Process crashed with signal SIGSEGV [retryable],1
Compilation error: undefined reference to 'process_data',1
[ERROR] Process crashed with signal SIGSEGV !,1
Compilation error: undefined reference to 'process_data',1
"[INFO] Test assertion mismatch: expected=""success"", actual=[]",1
"Cache miss caused timeout, retrying operation",0
Non-deterministic test result in TestAuthFlow,0
ERROR: ValueError: Expected number but got undefined,1
FATAL ERROR: SEGMENTATION FAULT IN DATALAYER,1
WARN: FATAL ERROR: Segmentation fault in AuthModule [retryable],1
"ERROR: Connection to MessageQueue timed out after 10000ms, retrying...",0
"FLAKY: Test TestCacheInvalidation failed intermittently, known issue",0
Schema validation error: constraint violation !,1
Service MessageQueue temporarily unavailable,0
Spurious failure in parallel test execution: TestAuthFlow,0
"Thread timing issue in TestUserLogin, intermittent failure",0
Stack overflow in recursive call at handle,1
"CI infrastructure hiccup, restarting job",0
"Build node node-2 experiencing high load, test delayed",0
"Thread timing issue in TestPaymentFlow, intermittent failure...",0
"Possible race condition in CacheManager, test unreliable",0
Logic error: division by zero in compute,1
Authorization failure for delete on memory,1
ASSERTION FAILED: X > 0 AT MODULE.GO:1024,1
Compilation error: undefined reference to 'cleanup' (see logs for details),1
"Thread timing issue in TestDataSync, intermittent failure",0
[INFO] Assertion failed: count == expected at Handler.ts:256,1
"Build node node-1 experiencing high load, test delayed (see logs for details)",0
"Concurrent access issue detected, marking as flaky",0
Deadlock detected but recovered in EventBus,0
[INFO] Non-deterministic test result in TestCacheInvalidation,0
"FLAKY: Test TestAuthFlow failed intermittently, known issue",0
"Thread timing issue in TestCacheInvalidation, intermittent failure",0
"Socket timeout during write, will retry !",0
REGRESSION: Feature data-export broken after commit abc1234,1
"[WARN] Test TestAuthFlow is unstable, skipping for now",0
[ERROR] AssertionError: Expected 200 but got 0,1
[INFO] Out of memory error during delete !,1
Heap corruption detected in default_allocator,1
"Thread timing issue in TestDataSync, intermittent failure",0
NullReferenceException in org.project.core.CacheHandler,1
Heap corruption detected in default_allocator,1
"FLAKY: Test TestAuthFlow failed intermittently, known issue",0
[DEBUG] Random failure detected in E2ETest.testDelete,0
WARN: Non-deterministic test result in TestAuthFlow,0
"Concurrent access issue detected, marking as flaky",0
"Timeout waiting for database, test marked as flaky",0
Critical bug in CacheManager: data corruption detected,1
Random failure detected in IntegrationTest.testDelete,0
Spurious failure in parallel test execution: TestPaymentFlow,0
"CI infrastructure hiccup, restarting job [retryable]",0
[ERROR] Intermittent failure in TestCacheInvalidation: connection reset by peer [retryable],0
"CI infrastructure hiccup, restarting job",0
"[ERROR] Socket timeout during write, will retry",0
Stack overflow in recursive call at transform,1
Build failed: syntax error in Main.java:42 !,1
"Network error: connection refused to cache-node:27017, attempt 2/3",0
Build failed: syntax error in Main.java:1024,1
Compilation error: undefined reference to 'main',1
Type mismatch in Controller.cs: cannot convert float to boolean !,1
Test flapping: TestPaymentFlow passed after 2 retries,0
CRITICAL: Unhandled null reference in AuthModule,1
"CONTAINER STARTUP TIMEOUT, EXTENDING DEADLINE",0
"Concurrent access issue detected, marking as flaky",0
"WARN: Test TestAPIEndpoint is unstable, skipping for now",0
"FLAKY: Test TestCacheInvalidation failed intermittently, known issue",0
"Test TestUserLogin is unstable, skipping for now",0
BUILD FAILED: SYNTAX ERROR IN CONTROLLER.CS:512,1
"Container startup timeout, extending deadline",0
[WARN] Linker error: unresolved symbol 'process_data',1
"FLAKY: Test TestConcurrentAccess failed intermittently, known issue",0
"WARN: Timeout waiting for memory, test marked as flaky",0
"Build node worker-3 experiencing high load, test delayed",0
Verification failed: result should not be null,1
"Response mismatch in /api/users: expected HTTP 42, got null",1
TypeError: Cannot read property 'id' of undefined,1
"CI infrastructure hiccup, restarting job",0
Assertion failed: result != null at Module.go:512 !,1
"[WARN] Test TestAPIEndpoint is unstable, skipping for now (see logs for details)",0
FATAL: NullPointerException at CacheHandler.compute:512,1
"Build node node-2 experiencing high load, test delayed",0
"TEST TESTUSERLOGIN IS UNSTABLE, SKIPPING FOR NOW",0
"WARN: Container startup timeout, extending deadline",0
Integration test failed: service AuthService returned unexpected status 500 [retryable],1
[WARN] CRITICAL: Unhandled null reference in CacheManager,1
Array index out of bounds at data[1000],1
Resource temporarily unavailable: cache,0
Stack overflow in recursive call at compute [retryable],1
Compilation error: undefined reference to 'cleanup',1
Missing dependency: libpq required by utils [retryable],1
"[WARN] Cache miss caused timeout, retrying operation",0
Service NotificationService temporarily unavailable,0
[INFO] Resource temporarily unavailable: cache,0
Resource temporarily unavailable: memory,0
"THREAD TIMING ISSUE IN TESTCONCURRENTACCESS, INTERMITTENT FAILURE",0
[WARN] Deadlock detected but recovered in Scheduler,0
Security violation: invalid token in APIGateway,1
Type mismatch in Main.java: cannot convert string to string,1
Random failure detected in PaymentTest.testValidation,0
JENKINS AGENT DISCONNECTED TEMPORARILY DURING TEST,0
Deadlock detected but recovered in DataLayer,0
Build failed: syntax error in Controller.cs:42,1
Heap corruption detected in custom_allocator,1
Service DatabaseService temporarily unavailable,0
Intermittent failure in TestPaymentFlow: connection reset by peer,0
"Build node node-1 experiencing high load, test delayed",0
API contract violation: missing required field 'user_id',1
ERROR: REGRESSION: Feature payment-flow broken after commit ghi9012,1
"THREAD TIMING ISSUE IN TESTPAYMENTFLOW, INTERMITTENT FAILURE !",0
"Build node node-2 experiencing high load, test delayed",0
Intermittent failure in TestAuthFlow: connection reset by peer [retryable],0
FATAL ERROR: Segmentation fault in CacheManager,1
Service CacheService temporarily unavailable,0
[INFO] Logic error: division by zero in handle...,1
Deadlock detected but recovered in EventBus,0
"[DEBUG] Timeout waiting for database, test marked as flaky [retryable]",0
"WARN: Cache miss caused timeout, retrying operation",0
Random failure detected in PaymentTest.testQuery,0
Array index out of bounds at data[1000],1
STACK OVERFLOW IN RECURSIVE CALL AT HANDLE,1
"CI INFRASTRUCTURE HICCUP, RESTARTING JOB",0
[WARN] Missing dependency: vendor required by core,1
"ERROR: Thread timing issue in TestCacheInvalidation, intermittent failure",0
CRITICAL: Authentication bypass detected in /api/payments,1
"CACHE MISS CAUSED TIMEOUT, RETRYING OPERATION",0
Missing dependency: libpq required by utils,1
Service APIGateway temporarily unavailable,0
WARN: Resource temporarily unavailable: connection pool [retryable],0
Spurious failure in parallel test execution: TestCacheInvalidation,0
[ERROR] Test flapping: TestDataSync passed after 2 retries,0
CRITICAL: Unhandled null reference in DataLayer,1
API contract violation: missing required field 'amount' [retryable],1
WARN: Service MessageQueue temporarily unavailable [retryable],0
"Cache miss caused timeout, retrying operation...",0
"Connection to PaymentGateway timed out after 10000ms, retrying... [retryable]",0
[DEBUG] Stack overflow in recursive call at process,1
"Connection to PaymentGateway timed out after 5000ms, retrying...",0
"Build node worker-3 experiencing high load, test delayed",0
Jenkins agent disconnected temporarily during deploy,0
TypeError: Cannot read property 'items' of undefined,1
ValueError: Expected object but got null [retryable],1
"Timeout waiting for cache, test marked as flaky",0
"ERROR: Database connection pool exhausted, waiting for free connection...",0
Array index out of bounds at data[-1],1
Assertion failed: x > 0 at Service.py:128 [retryable],1
Intermittent failure in TestUserLogin: connection reset by peer,0
ERROR: Logic error: division by zero in execute,1
Test flapping: TestCacheInvalidation passed after 3 retries,0
ERROR: Intermittent failure in TestUserLogin: connection reset by peer,0
NullReferenceException in app.modules.PaymentService,1
Spurious failure in parallel test execution: TestConcurrentAccess,0
CRITICAL: AUTHENTICATION BYPASS DETECTED IN /API/DATA,1
CRITICAL: Authentication bypass detected in /api/payments...,1
"Network error: connection refused to db-server:9200, attempt 3/3",0
Compilation error: undefined reference to 'process_data',1
Non-deterministic test result in TestUserLogin,0
[INFO] ValueError: Expected object but got NaN,1
[WARN] Stack overflow in recursive call at transform,1
NullReferenceException in app.modules.CacheHandler,1
"WARN: Test TestDataSync is unstable, skipping for now...",0
"[DEBUG] Possible race condition in EventBus, test unreliable",0
[ERROR] Integration test failed: service CacheService returned unexpected status 500,1
Service UserService temporarily unavailable,0
"Thread timing issue in TestAPIEndpoint, intermittent failure...",0
Missing dependency: libpq required by utils,1
ValueError: Expected object but got null,1
Service UserService temporarily unavailable,0
Jenkins agent disconnected temporarily during validate [retryable],0
"Network error: connection refused to api-host:27017, attempt 2/3",0
[DEBUG] Build failed: syntax error in Service.py:1024,1
Permission denied: user test_user lacks access to cache,1
[INFO] Assertion failed: count == expected at Service.py:128...,1
"[ERROR] Database connection pool exhausted, waiting for free connection (see logs for details)",0
"WARN: Test TestAPIEndpoint is unstable, skipping for now",0
Jenkins agent disconnected temporarily during validate,0
AssertionError: Expected 200 but got false (see logs for details),1
"Socket timeout during read, will retry",0
Resource temporarily unavailable: file lock [retryable],0
WARN: TYPEERROR: CANNOT READ PROPERTY 'RESULT' OF UNDEFINED,1
Service DatabaseService temporarily unavailable,0
Assertion failed: result != null at Service.py:42,1
TEST FLAPPING: TESTCACHEINVALIDATION PASSED AFTER 5 RETRIES,0
Build failed: syntax error in Controller.cs:1024,1
[DEBUG] Type mismatch in Service.py: cannot convert int to string,1
"[ERROR] Timeout waiting for connection pool, test marked as flaky (see logs for details)",0
TypeError: Cannot read property 'id' of undefined,1
Authorization failure for read on file lock...,1
[DEBUG] Assertion failed: x > 0 at Handler.ts:256 [retryable],1
CRITICAL: Authentication bypass detected in /api/users !,1
Random failure detected in UserServiceTest.testQuery [retryable],0
"FLAKY: Test TestAPIEndpoint failed intermittently, known issue",0
Schema validation error: missing required field,1
[WARN] TypeError: Cannot read property 'data' of undefined [retryable],1
NullReferenceException in org.project.core.DataRepository,1
WARN: API CONTRACT VIOLATION: MISSING REQUIRED FIELD 'USER_ID' (SEE LOGS FOR DETAILS),1
[ERROR] Temporary resource exhaustion in connection_pool,0
CRITICAL: Unhandled null reference in DataLayer,1
[INFO] NullReferenceException in org.project.core.DataRepository,1
Resource temporarily unavailable: memory,0
"[ERROR] Network error: connection refused to cache-node:6379, attempt 1/3",0
ERROR: Resource temporarily unavailable: database,0
"CI infrastructure hiccup, restarting job",0
"[DEBUG] NETWORK ERROR: CONNECTION REFUSED TO CACHE-NODE:5432, ATTEMPT 1/3",0
Heap corruption detected in custom_allocator,1
"[ERROR] Possible race condition in Scheduler, test unreliable",0
Assertion failed: result != null at Module.go:1024...,1
[WARN] Verification failed: values should match,1
"[DEBUG] Network error: connection refused to localhost:5432, attempt 3/3",0
